ISO,Country,Data source,Sector,Gas,Unit,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990
TLS,East Timor,Climate Watch,Total including LUCF,All GHG,MtCO₂e,6.25,6.16,6.17,6.54,6.51,6.82,7.0,7.18,7.25,7.26,7.38,7.39,7.5,7.2,6.88,6.5,6.21,5.85,4.87,4.09,3.25,2.3,1.34,1.21,1.23,1.15,1.14,1.12,1.1,1.02,0.99,0.99,0.92
GNB,Guinea-Bissau,Climate Watch,Total including LUCF,All GHG,MtCO₂e,4.18,4.05,4.23,4.21,4.12,4.01,4.09,4.44,4.22,4.13,4.43,3.86,3.95,3.78,3.77,3.94,3.92,3.54,3.65,3.76,3.75,3.59,3.28,3.58,3.23,3.01,2.97,3.31,3.28,3.25,3.22,3.18,3.17
LSO,Lesotho,Climate Watch,Total including LUCF,All GHG,MtCO₂e,4.04,4.68,3.38,3.86,3.97,4.24,3.8,3.84,4.05,3.92,4.74,4.69,3.92,3.88,3.76,3.79,3.7,3.73,3.54,3.57,3.49,3.67,3.66,3.72,3.24,3.35,3.23,3.21,3.25,3.25,3.24,3.03,2.98
MNE,Montenegro,Climate Watch,Total including LUCF,All GHG,MtCO₂e,3.89,3.8,3.78,3.85,3.78,3.58,3.44,3.66,3.55,3.65,3.79,4.03,0.01,-0.71,0.37,-0.07,0.15,0.09,0.29,0.28,0.15,0.05,3.68,3.43,4.0,3.91,3.76,3.51,3.37,3.41,3.58,3.61,4.2
BRB,Barbados,Climate Watch,Total including LUCF,All GHG,MtCO₂e,3.83,3.76,3.81,3.97,4.0,3.89,3.87,3.81,3.83,3.99,3.99,4.04,3.97,4.09,4.13,3.85,3.83,3.79,3.75,3.71,3.66,3.69,3.7,3.68,3.59,3.52,3.39,3.33,3.29,3.17,3.19,3.25,3.2
ISL,Iceland,Climate Watch,Total including LUCF,All GHG,MtCO₂e,3.42,3.38,3.27,3.47,3.53,3.51,3.45,3.9,3.78,3.79,3.64,3.66,3.9,4.03,4.35,4.45,4.43,3.96,4.02,3.96,3.99,3.93,4.09,4.05,4.08,3.94,3.97,3.71,3.78,3.7,3.74,3.94,4.06
SWZ,Eswatini,Climate Watch,Total including LUCF,All GHG,MtCO₂e,3.12,3.04,2.97,3.19,3.01,3.0,3.03,2.96,2.97,2.94,2.76,2.75,2.8,2.99,3.09,3.21,2.99,3.09,3.08,3.08,3.07,3.04,3.16,3.35,3.33,3.23,3.23,3.43,3.44,2.79,3.08,3.22,3.22
BHS,Bahamas,Climate Watch,Total including LUCF,All GHG,MtCO₂e,3.04,2.93,2.47,2.95,2.85,2.98,2.68,2.64,2.46,2.46,2.43,2.55,2.61,2.55,2.32,2.2,2.18,2.24,2.41,2.35,2.32,2.27,2.46,2.44,2.4,1.99,2.19,2.16,2.08,2.05,2.18,2.31,2.23
GMB,Gambia,Climate Watch,Total including LUCF,All GHG,MtCO₂e,2.83,2.69,2.82,2.83,2.67,2.79,2.84,2.92,2.71,2.57,2.5,2.42,2.72,2.68,2.32,2.17,2.12,2.03,2.18,2.27,2.38,2.59,3.13,3.49,3.56,3.83,4.15,4.45,4.92,5.38,5.26,5.15,5.0
MDV,Maldives,Climate Watch,Total including LUCF,All GHG,MtCO₂e,2.53,2.58,2.26,2.47,2.22,1.94,1.81,1.6,1.62,1.37,1.36,1.2,1.13,1.07,1.01,0.94,0.9,0.74,0.8,0.63,0.71,0.58,0.55,0.51,0.39,0.41,0.35,0.32,0.26,0.26,0.28,0.21,0.2
GRD,Grenada,Climate Watch,Total including LUCF,All GHG,MtCO₂e,2.43,2.41,2.37,2.41,2.37,2.36,2.33,2.3,2.27,2.32,2.27,2.24,2.24,2.22,2.21,2.19,2.16,2.15,2.12,2.12,2.1,2.08,2.06,2.05,2.03,2.0,1.98,1.94,1.92,1.89,1.88,1.86,1.84
MLT,Malta,Climate Watch,Total including LUCF,All GHG,MtCO₂e,2.23,2.07,2.08,2.14,2.04,2.02,1.87,2.16,2.84,2.83,3.16,2.99,3.01,2.9,3.09,3.15,3.06,2.98,2.93,2.92,2.62,2.79,2.41,2.68,2.64,2.73,2.57,2.63,2.76,3.05,2.41,2.43,2.53
DJI,Djibouti,Climate Watch,Total including LUCF,All GHG,MtCO₂e,1.6,1.52,1.44,1.52,1.45,1.38,1.37,1.45,1.36,1.31,1.22,1.23,1.42,1.34,1.36,1.35,1.31,1.31,1.27,1.28,1.26,1.23,1.22,1.23,1.2,1.13,1.08,1.05,0.99,0.98,0.96,0.95,0.94
ATG,Antigua and Barbuda,Climate Watch,Total including LUCF,All GHG,MtCO₂e,1.5,1.42,1.34,1.34,1.29,1.25,1.22,1.18,1.15,1.13,1.12,1.1,1.09,1.08,1.03,0.99,0.93,0.86,0.81,0.77,0.72,0.68,0.64,0.61,0.57,0.54,0.5,0.47,0.46,0.44,0.42,0.41,0.39
SYC,Seychelles,Climate Watch,Total including LUCF,All GHG,MtCO₂e,0.83,0.78,0.77,0.76,0.76,0.72,0.71,0.64,0.59,0.54,0.55,0.53,0.56,0.56,0.52,0.51,0.49,0.48,0.48,0.44,0.44,0.41,0.38,0.4,0.38,0.36,0.32,0.28,0.28,0.26,0.24,0.24,0.22
LCA,Saint Lucia,Climate Watch,Total including LUCF,All GHG,MtCO₂e,0.77,0.74,0.7,0.72,0.72,0.72,0.69,0.68,0.68,0.67,0.67,0.65,0.68,0.61,0.61,0.6,0.58,0.56,0.56,0.54,0.51,0.52,0.48,0.57,0.64,0.68,0.77,0.83,0.9,0.87,0.83,0.79,0.77
BTN,Bhutan,Climate Watch,Total including LUCF,All GHG,MtCO₂e,0.75,0.84,0.59,0.96,1.1,1.06,0.95,0.83,0.71,0.61,0.55,0.37,-5.05,-5.31,-5.3,-5.52,-5.59,-5.92,-5.98,-5.94,-5.94,-5.95,-6.0,-5.97,-5.99,-5.99,-6.07,-6.13,-6.18,-6.21,-6.18,-6.2,-5.72
COM,Comoros,Climate Watch,Total including LUCF,All GHG,MtCO₂e,0.73,0.7,0.57,0.51,0.48,0.45,0.39,0.37,0.35,0.37,0.34,0.33,0.34,0.32,0.3,0.3,0.36,0.37,0.34,0.33,0.31,0.31,0.3,0.31,0.3,0.28,0.28,0.27,0.27,0.27,0.26,0.26,0.32
CPV,Cabo Verde,Climate Watch,Total including LUCF,All GHG,MtCO₂e,0.7,0.66,0.63,0.74,0.67,0.67,0.65,0.61,0.6,0.61,0.63,0.66,0.64,0.6,0.56,0.56,0.62,0.54,0.53,0.5,0.48,0.45,-0.05,-0.05,-0.1,-0.13,-0.15,-0.14,-0.19,-0.17,-0.16,-0.2,-0.2
VUT,Vanuatu,Climate Watch,Total including LUCF,All GHG,MtCO₂e,0.69,0.69,0.68,0.63,0.64,0.61,0.64,0.71,0.78,0.73,0.73,0.73,0.71,0.69,0.69,0.67,0.59,0.58,0.57,0.56,0.54,0.54,0.57,0.59,0.58,0.57,0.57,0.56,0.55,0.55,0.52,0.5,0.48
WSM,Samoa,Climate Watch,Total including LUCF,All GHG,MtCO₂e,0.66,0.68,0.64,0.68,0.68,0.7,0.7,0.71,0.67,0.65,0.65,0.65,0.63,0.59,0.58,0.6,0.59,0.6,0.59,0.58,0.58,0.57,0.54,0.54,0.54,0.52,0.52,0.5,0.49,0.47,0.45,0.45,0.44
AND,Andorra,Climate Watch,Total including LUCF,All GHG,MtCO₂e,0.55,0.54,0.51,0.62,0.62,0.59,0.59,0.58,0.57,0.59,0.6,0.6,0.63,0.62,0.64,0.64,0.64,0.66,0.64,0.61,0.6,0.59,0.59,0.57,0.54,0.51,0.49,0.46,0.44,0.44,0.43,0.43,0.43
STP,São Tomé and Principe,Climate Watch,Total including LUCF,All GHG,MtCO₂e,0.41,0.4,0.4,0.4,0.4,0.41,0.4,0.39,0.38,0.36,0.36,0.34,0.14,0.13,0.12,0.11,0.11,0.11,0.11,0.1,0.09,0.08,0.08,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07
KNA,Saint Kitts and Nevis,Climate Watch,Total including LUCF,All GHG,MtCO₂e,0.36,0.34,0.34,0.35,0.35,0.34,0.34,0.33,0.32,0.32,0.32,0.34,0.33,0.33,0.32,0.32,0.3,0.29,0.31,0.29,0.29,0.28,0.27,0.25,0.25,0.23,0.22,0.21,0.21,0.2,0.19,0.19,0.19
TON,Tonga,Climate Watch,Total including LUCF,All GHG,MtCO₂e,0.34,0.34,0.34,0.31,0.28,0.28,0.27,0.25,0.26,0.26,0.25,0.25,0.26,0.28,0.26,0.26,0.27,0.25,0.25,0.26,0.23,0.23,0.23,0.25,0.24,0.24,0.24,0.26,0.26,0.26,0.25,0.26,0.25
VCT,Saint Vincent and the Grenadines,Climate Watch,Total including LUCF,All GHG,MtCO₂e,0.34,0.33,0.33,0.31,0.33,0.31,0.34,0.33,0.35,0.31,0.32,0.31,0.32,0.37,0.31,0.33,0.31,0.31,0.31,0.29,0.28,0.28,0.2,0.21,0.21,0.18,0.17,0.17,0.16,0.15,0.12,0.12,0.11
PLW,Palau,Climate Watch,Total including LUCF,All GHG,MtCO₂e,0.24,0.25,0.25,0.25,0.24,0.24,0.23,0.24,0.24,0.25,0.25,0.24,0.24,0.23,0.23,0.24,0.25,0.25,0.24,0.23,0.23,0.23,0.23,0.22,0.22,0.22,0.21,0.21,0.21,0.21,0.21,0.01,0.01
DMA,Dominica,Climate Watch,Total including LUCF,All GHG,MtCO₂e,0.22,0.22,0.21,0.23,0.22,0.21,0.23,0.24,0.23,0.22,0.23,0.21,0.23,0.24,0.23,0.23,0.21,0.21,0.2,0.17,0.16,0.2,0.25,0.23,0.23,0.24,0.23,0.25,0.25,0.25,0.24,0.25,0.24
MHL,Marshall Islands,Climate Watch,Total including LUCF,All GHG,MtCO₂e,0.2,0.2,0.2,0.2,0.2,0.2,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.16,0.15,0.15,0.15,0.15,0.14,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.11,0.11,0.03,0.03
FSM,Micronesia,Climate Watch,Total including LUCF,All GHG,MtCO₂e,0.19,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.16,0.15,0.19,0.15,0.17,0.16,0.16,0.19,0.2,0.19,0.21,0.22,0.23,0.25,0.24,0.23,0.22,0.19,0.18,0.17,0.03,0.01
LIE,Liechtenstein,Climate Watch,Total including LUCF,All GHG,MtCO₂e,0.19,0.18,0.18,0.18,0.18,0.19,0.18,0.19,0.2,0.23,0.22,0.21,0.25,0.27,0.28,0.26,0.29,0.29,0.29,0.29,0.28,0.27,0.27,0.27,0.28,0.27,0.25,0.25,0.25,0.26,0.25,0.25,0.22
KIR,Kiribati,Climate Watch,Total including LUCF,All GHG,MtCO₂e,0.1,0.11,0.1,0.11,0.1,0.1,0.09,0.09,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.06,0.06,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.04,0.05,0.04,0.04,0.04
COK,Cook Islands,Climate Watch,Total including LUCF,All GHG,MtCO₂e,0.08,0.08,0.08,0.09,0.09,0.09,0.09,0.09,0.1,0.09,0.09,0.09,0.09,0.08,0.08,0.08,0.08,0.07,0.07,0.06,0.06,0.07,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.04,0.03,0.03,0.03
NRU,Nauru,Climate Watch,Total including LUCF,All GHG,MtCO₂e,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.07,0.07,0.07,0.08,0.09,0.09,0.1,0.1,0.11,0.11,0.11,0.12,0.12,0.12,0.13,0.13
TUV,Tuvalu,Climate Watch,Total including LUCF,All GHG,MtCO₂e,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01
NIU,Niue,Climate Watch,Total including LUCF,All GHG,MtCO₂e,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
FJI,Fiji,Climate Watch,Total including LUCF,All GHG,MtCO₂e,-0.79,-0.79,-0.81,-0.37,-0.49,-0.55,-0.73,-0.66,-0.72,-0.36,-0.5,-0.47,-0.37,-0.68,-0.58,-0.31,-0.25,-0.36,-0.11,-0.42,-0.55,-0.37,-0.6,-0.63,-0.6,-0.56,-0.55,-0.6,-0.67,-0.71,-0.77,-0.82,-0.84
